time,tasmin_day_drought_HadGEM2-ES_rcp85_late_century
2047-07-02 00:00:00+00:00,281.44174
2047-07-03 00:00:00+00:00,286.87082
2047-07-04 00:00:00+00:00,285.51492
2047-07-05 00:00:00+00:00,287.92978
2047-07-06 00:00:00+00:00,287.57037
2047-07-07 00:00:00+00:00,284.57285
2047-07-08 00:00:00+00:00,284.08765
2047-07-09 00:00:00+00:00,283.81763
2047-07-10 00:00:00+00:00,283.55515
2047-07-11 00:00:00+00:00,284.68054
2047-07-12 00:00:00+00:00,283.95282
2047-07-13 00:00:00+00:00,284.8501
2047-07-14 00:00:00+00:00,285.37845
2047-07-15 00:00:00+00:00,283.73764
2047-07-16 00:00:00+00:00,284.2902
2047-07-17 00:00:00+00:00,285.70673
2047-07-18 00:00:00+00:00,284.72366
2047-07-19 00:00:00+00:00,282.84344
2047-07-20 00:00:00+00:00,282.31067
2047-07-21 00:00:00+00:00,283.4327
2047-07-22 00:00:00+00:00,281.9148
2047-07-23 00:00:00+00:00,281.22116
2047-07-24 00:00:00+00:00,282.91855
2047-07-25 00:00:00+00:00,285.8415
2047-07-26 00:00:00+00:00,286.96494
2047-07-27 00:00:00+00:00,287.2351
2047-07-28 00:00:00+00:00,287.53806
2047-07-29 00:00:00+00:00,286.9397
2047-07-30 00:00:00+00:00,285.93423
2047-07-31 00:00:00+00:00,284.90714
2047-08-01 00:00:00+00:00,284.65002
2047-08-02 00:00:00+00:00,285.72812
2047-08-03 00:00:00+00:00,286.13498
2047-08-04 00:00:00+00:00,284.92694
2047-08-05 00:00:00+00:00,284.566
2047-08-06 00:00:00+00:00,284.34293
2047-08-07 00:00:00+00:00,284.17468
2047-08-08 00:00:00+00:00,284.9862
2047-08-09 00:00:00+00:00,288.29843
2047-08-10 00:00:00+00:00,289.3329
2047-08-11 00:00:00+00:00,287.78806
2047-08-12 00:00:00+00:00,287.7159
2047-08-13 00:00:00+00:00,288.2024
2047-08-14 00:00:00+00:00,287.2785
2047-08-15 00:00:00+00:00,285.26846
2047-08-16 00:00:00+00:00,283.2965
2047-08-17 00:00:00+00:00,282.52692
2047-08-18 00:00:00+00:00,282.88812
2047-08-19 00:00:00+00:00,283.66177
2047-08-20 00:00:00+00:00,284.2939
2047-08-21 00:00:00+00:00,284.41544
2047-08-22 00:00:00+00:00,286.23132
2047-08-23 00:00:00+00:00,286.19012
2047-08-24 00:00:00+00:00,284.80368
2047-08-25 00:00:00+00:00,284.55927
2047-08-26 00:00:00+00:00,284.1721
2047-08-27 00:00:00+00:00,286.93445
2047-08-28 00:00:00+00:00,289.60275
2047-08-29 00:00:00+00:00,286.42422
2047-08-30 00:00:00+00:00,284.73196
2047-08-31 00:00:00+00:00,287.06042
2047-09-01 00:00:00+00:00,285.87268
2047-09-02 00:00:00+00:00,285.1047
2047-09-03 00:00:00+00:00,283.89157
2047-09-04 00:00:00+00:00,283.6893
2047-09-05 00:00:00+00:00,284.962
