time,tasmax_day_drought_HadGEM2-ES_rcp85_late_century
2047-06-29 00:00:00+00:00,302.45746
2047-06-30 00:00:00+00:00,301.1394
2047-07-01 00:00:00+00:00,299.3591
2047-07-02 00:00:00+00:00,306.48984
2047-07-03 00:00:00+00:00,303.4865
2047-07-04 00:00:00+00:00,302.40417
2047-07-05 00:00:00+00:00,302.02103
2047-07-06 00:00:00+00:00,303.20734
2047-07-07 00:00:00+00:00,301.04648
2047-07-08 00:00:00+00:00,300.59357
2047-07-09 00:00:00+00:00,300.75745
2047-07-10 00:00:00+00:00,303.404
2047-07-11 00:00:00+00:00,303.29034
2047-07-12 00:00:00+00:00,301.7547
2047-07-13 00:00:00+00:00,301.65167
2047-07-14 00:00:00+00:00,299.17477
2047-07-15 00:00:00+00:00,299.94562
2047-07-16 00:00:00+00:00,299.52524
2047-07-17 00:00:00+00:00,297.8287
2047-07-18 00:00:00+00:00,300.6872
2047-07-19 00:00:00+00:00,299.42093
2047-07-20 00:00:00+00:00,299.17853
2047-07-21 00:00:00+00:00,299.48724
2047-07-22 00:00:00+00:00,300.38675
2047-07-23 00:00:00+00:00,303.7144
2047-07-24 00:00:00+00:00,302.77557
2047-07-25 00:00:00+00:00,304.34088
2047-07-26 00:00:00+00:00,303.962
2047-07-27 00:00:00+00:00,302.7753
2047-07-28 00:00:00+00:00,302.5896
2047-07-29 00:00:00+00:00,300.30597
2047-07-30 00:00:00+00:00,300.38712
2047-07-31 00:00:00+00:00,303.65146
2047-08-01 00:00:00+00:00,301.4086
2047-08-02 00:00:00+00:00,301.2314
2047-08-03 00:00:00+00:00,300.6112
2047-08-04 00:00:00+00:00,299.7906
2047-08-05 00:00:00+00:00,301.24408
2047-08-06 00:00:00+00:00,302.1994
2047-08-07 00:00:00+00:00,301.6297
2047-08-08 00:00:00+00:00,301.5265
2047-08-09 00:00:00+00:00,303.02905
2047-08-10 00:00:00+00:00,303.78986
2047-08-11 00:00:00+00:00,303.03442
2047-08-12 00:00:00+00:00,304.52402
2047-08-13 00:00:00+00:00,303.57733
2047-08-14 00:00:00+00:00,302.68195
2047-08-15 00:00:00+00:00,303.18823
2047-08-16 00:00:00+00:00,303.6655
2047-08-17 00:00:00+00:00,302.10095
2047-08-18 00:00:00+00:00,299.90698
2047-08-19 00:00:00+00:00,300.41876
2047-08-20 00:00:00+00:00,300.45422
2047-08-21 00:00:00+00:00,300.4333
2047-08-22 00:00:00+00:00,299.83313
2047-08-23 00:00:00+00:00,298.3645
2047-08-24 00:00:00+00:00,298.6147
2047-08-25 00:00:00+00:00,299.0372
2047-08-26 00:00:00+00:00,301.221
2047-08-27 00:00:00+00:00,304.12686
2047-08-28 00:00:00+00:00,305.20114
2047-08-29 00:00:00+00:00,305.91415
2047-08-30 00:00:00+00:00,303.12546
2047-08-31 00:00:00+00:00,301.2631
2047-09-01 00:00:00+00:00,301.43723
2047-09-02 00:00:00+00:00,300.82596
2047-09-03 00:00:00+00:00,299.14978
2047-09-04 00:00:00+00:00,298.915
2047-09-05 00:00:00+00:00,298.66782
2047-09-06 00:00:00+00:00,297.63586
2047-09-07 00:00:00+00:00,296.79886
2047-09-08 00:00:00+00:00,298.67285
2047-09-09 00:00:00+00:00,299.3867
2047-09-10 00:00:00+00:00,298.09973
2047-09-11 00:00:00+00:00,298.05676
2047-09-12 00:00:00+00:00,297.1434
2047-09-13 00:00:00+00:00,294.45874
2047-09-14 00:00:00+00:00,294.9927
2047-09-15 00:00:00+00:00,293.61084
2047-09-16 00:00:00+00:00,293.4923
2047-09-17 00:00:00+00:00,296.60437
2047-09-18 00:00:00+00:00,298.01425
2047-09-19 00:00:00+00:00,296.65213
2047-09-20 00:00:00+00:00,295.41708
