time,pr_day_drought_HadGEM2-ES_rcp85_late_century
2047-07-17 00:00:00+00:00,0.0
2047-07-18 00:00:00+00:00,0.0
2047-07-19 00:00:00+00:00,0.0
2047-07-20 00:00:00+00:00,0.0
2047-07-21 00:00:00+00:00,0.0
2047-07-22 00:00:00+00:00,0.0
2047-07-23 00:00:00+00:00,0.0
2047-07-24 00:00:00+00:00,0.0
2047-07-25 00:00:00+00:00,0.0
2047-07-26 00:00:00+00:00,0.0
2047-07-27 00:00:00+00:00,0.0
2047-07-28 00:00:00+00:00,0.0
2047-07-29 00:00:00+00:00,0.0
2047-07-30 00:00:00+00:00,0.0
2047-07-31 00:00:00+00:00,0.0
2047-08-01 00:00:00+00:00,0.0
2047-08-02 00:00:00+00:00,0.0
2047-08-03 00:00:00+00:00,0.0
2047-08-04 00:00:00+00:00,0.0
2047-08-05 00:00:00+00:00,0.0
2047-08-06 00:00:00+00:00,0.0
2047-08-07 00:00:00+00:00,0.0
2047-08-08 00:00:00+00:00,0.185
2047-08-09 00:00:00+00:00,0.0
2047-08-10 00:00:00+00:00,0.0
2047-08-11 00:00:00+00:00,0.0625
2047-08-12 00:00:00+00:00,0.0
2047-08-13 00:00:00+00:00,0.0
2047-08-14 00:00:00+00:00,0.002
2047-08-15 00:00:00+00:00,0.0
2047-08-16 00:00:00+00:00,0.0
2047-08-17 00:00:00+00:00,0.0
2047-08-18 00:00:00+00:00,0.0
2047-08-19 00:00:00+00:00,0.0
2047-08-20 00:00:00+00:00,0.0
2047-08-21 00:00:00+00:00,0.0
2047-08-22 00:00:00+00:00,0.0
2047-08-23 00:00:00+00:00,0.0
2047-08-24 00:00:00+00:00,0.0
2047-08-25 00:00:00+00:00,0.0
2047-08-26 00:00:00+00:00,0.0
2047-08-27 00:00:00+00:00,0.0
2047-08-28 00:00:00+00:00,0.0
2047-08-29 00:00:00+00:00,0.0
2047-08-30 00:00:00+00:00,0.0
2047-08-31 00:00:00+00:00,0.0
2047-09-01 00:00:00+00:00,0.0
2047-09-02 00:00:00+00:00,0.0
2047-09-03 00:00:00+00:00,0.0385
2047-09-04 00:00:00+00:00,0.028500002
2047-09-05 00:00:00+00:00,0.101
2047-09-06 00:00:00+00:00,0.0025
2047-09-07 00:00:00+00:00,0.0
2047-09-08 00:00:00+00:00,0.0
2047-09-09 00:00:00+00:00,0.0
2047-09-10 00:00:00+00:00,0.0
2047-09-11 00:00:00+00:00,0.0
2047-09-12 00:00:00+00:00,0.0
2047-09-13 00:00:00+00:00,0.0
2047-09-14 00:00:00+00:00,4.069
2047-09-15 00:00:00+00:00,5.5719995
2047-09-16 00:00:00+00:00,0.769
2047-09-17 00:00:00+00:00,0.001
2047-09-18 00:00:00+00:00,0.055
2047-09-19 00:00:00+00:00,0.0
2047-09-20 00:00:00+00:00,0.7185001
2047-09-21 00:00:00+00:00,0.003
2047-09-22 00:00:00+00:00,0.0045
2047-09-23 00:00:00+00:00,1.1835
2047-09-24 00:00:00+00:00,13.5915
2047-09-25 00:00:00+00:00,0.0015
2047-09-26 00:00:00+00:00,0.1125
2047-09-27 00:00:00+00:00,0.31350002
2047-09-28 00:00:00+00:00,0.0
2047-09-29 00:00:00+00:00,0.0
2047-09-30 00:00:00+00:00,0.0
2047-10-01 00:00:00+00:00,0.0
2047-10-02 00:00:00+00:00,0.0
2047-10-03 00:00:00+00:00,0.0
2047-10-04 00:00:00+00:00,0.0
2047-10-05 00:00:00+00:00,0.0
2047-10-06 00:00:00+00:00,0.0
2047-10-07 00:00:00+00:00,0.0
2047-10-08 00:00:00+00:00,0.0
