time,et_day_drought_HadGEM2-ES_rcp85_late_century
2047-05-24 00:00:00+00:00,3.5209572
2047-05-25 00:00:00+00:00,3.1230505
2047-05-26 00:00:00+00:00,2.9902976
2047-05-27 00:00:00+00:00,2.7971945
2047-05-28 00:00:00+00:00,3.418104
2047-05-29 00:00:00+00:00,3.2651978
2047-05-30 00:00:00+00:00,2.8056812
2047-05-31 00:00:00+00:00,2.4698277
2047-06-01 00:00:00+00:00,2.4525955
2047-06-02 00:00:00+00:00,3.1697052
2047-06-03 00:00:00+00:00,3.0427735
2047-06-04 00:00:00+00:00,2.7047231
2047-06-05 00:00:00+00:00,2.4264586
2047-06-06 00:00:00+00:00,1.8548185
2047-06-07 00:00:00+00:00,1.6055149
2047-06-08 00:00:00+00:00,1.3487501
2047-06-09 00:00:00+00:00,1.5352969
2047-06-10 00:00:00+00:00,1.5287529
2047-06-11 00:00:00+00:00,1.6439279
2047-06-12 00:00:00+00:00,1.7120104
2047-06-13 00:00:00+00:00,1.6192681
2047-06-14 00:00:00+00:00,1.441336
2047-06-15 00:00:00+00:00,1.2734933
2047-06-16 00:00:00+00:00,1.4133676
2047-06-17 00:00:00+00:00,1.182371
2047-06-18 00:00:00+00:00,1.0374122
2047-06-19 00:00:00+00:00,1.0426646
2047-06-20 00:00:00+00:00,0.970995
2047-06-21 00:00:00+00:00,0.7604613
2047-06-22 00:00:00+00:00,0.7371722
2047-06-23 00:00:00+00:00,0.6643004
2047-06-24 00:00:00+00:00,0.5833656
2047-06-25 00:00:00+00:00,0.52110124
2047-06-26 00:00:00+00:00,0.44173706
2047-06-27 00:00:00+00:00,0.38481444
2047-06-28 00:00:00+00:00,0.31407133
2047-06-29 00:00:00+00:00,0.26020506
2047-06-30 00:00:00+00:00,0.2086563
2047-07-01 00:00:00+00:00,0.15770304
2047-07-02 00:00:00+00:00,0.3394479
2047-07-03 00:00:00+00:00,0.14670892
2047-07-04 00:00:00+00:00,0.118121654
2047-07-05 00:00:00+00:00,0.106276914
2047-07-06 00:00:00+00:00,0.07655858
2047-07-07 00:00:00+00:00,0.27623528
2047-07-08 00:00:00+00:00,0.059636068
2047-07-09 00:00:00+00:00,0.11511377
2047-07-10 00:00:00+00:00,0.051866826
2047-07-11 00:00:00+00:00,0.04394492
2047-07-12 00:00:00+00:00,0.03587404
2047-07-13 00:00:00+00:00,0.030670442
2047-07-14 00:00:00+00:00,0.030182194
2047-07-15 00:00:00+00:00,0.021644406
2047-07-16 00:00:00+00:00,0.018106598
2047-07-17 00:00:00+00:00,0.013811469
2047-07-18 00:00:00+00:00,0.01082698
2047-07-19 00:00:00+00:00,0.007374351
2047-07-20 00:00:00+00:00,0.0058217584
2047-07-21 00:00:00+00:00,0.0047855447
2047-07-22 00:00:00+00:00,0.0030493718
2047-07-23 00:00:00+00:00,0.0026641786
2047-07-24 00:00:00+00:00,0.002140095
2047-07-25 00:00:00+00:00,0.002102093
2047-07-26 00:00:00+00:00,0.0010308928
2047-07-27 00:00:00+00:00,0.0006196072
2047-07-28 00:00:00+00:00,0.00010898672
2047-07-29 00:00:00+00:00,2.373252e-05
2047-07-30 00:00:00+00:00,2.0442698e-05
2047-07-31 00:00:00+00:00,1.6713875e-05
2047-08-01 00:00:00+00:00,1.5026491e-05
2047-08-02 00:00:00+00:00,1.1114129e-05
2047-08-03 00:00:00+00:00,9.149699e-06
2047-08-04 00:00:00+00:00,7.195024e-06
2047-08-05 00:00:00+00:00,6.178639e-06
2047-08-06 00:00:00+00:00,4.865616e-06
2047-08-07 00:00:00+00:00,3.9212478e-06
2047-08-08 00:00:00+00:00,3.084235e-06
2047-08-09 00:00:00+00:00,0.15192528
2047-08-10 00:00:00+00:00,0.005437406
2047-08-11 00:00:00+00:00,0.0044270605
2047-08-12 00:00:00+00:00,0.06353957
2047-08-13 00:00:00+00:00,0.0035006555
2047-08-14 00:00:00+00:00,0.0030824589
2047-08-15 00:00:00+00:00,0.00457193
2047-08-16 00:00:00+00:00,0.0020038234
2047-08-17 00:00:00+00:00,0.0014428204
2047-08-18 00:00:00+00:00,0.0010748706
2047-08-19 00:00:00+00:00,0.0009129454
2047-08-20 00:00:00+00:00,0.0008272644
2047-08-21 00:00:00+00:00,0.00080457935
2047-08-22 00:00:00+00:00,0.0007983302
2047-08-23 00:00:00+00:00,0.0007469282
2047-08-24 00:00:00+00:00,0.0007260638
